keywords,year,_objectid,_accessionnum,_title,_displaydate,_medium,_dimensions,_inscription,_markings,_artist,_provenance,_creditline,_classification,_watermarks,_imagelink,_uuid,id
gelatin silver print,2020,221352,2020.68.4,Untitled,c. 1945,gelatin silver print,image/sheet: 11.8 × 13.9 cm (4 5/8 × 5 1/2 in.),"on verso, signed by artist, lower right in black ink: Jeanne Ebstel",,Jeanne Ebstel,"Estate of John Ebstel, New York; (Keith de Lellis Gallery, New York); NGA purchase, 2020.",Alfred H. Moses and Fern M. Schad Fund,Photograph,,https://api.nga.gov/iiif/b91b1f71-82eb-445e-aa1d-0b5ee93b5169/full/full/0/default.jpg,b91b1f71-82eb-445e-aa1d-0b5ee93b5169,b91b1f71-82eb-445e-aa1d-0b5ee93b5169
Street,2020,221330,2020.68.3,Untitled,c. 1945,gelatin silver print,image/sheet: 24 × 19 cm (9 7/16 × 7 1/2 in.),"on verso, signed by artist, bottom right in graphite: Charlotte Brooks; bottom right: New York - 7th Av.; possibly by artist, top left in graphite: NYC [illegible]; top right underlined: Brooks 73; by unknown hand, upper center in graphite: B252-37; upper right copyright stamp in black ink; center and lower center Monkmeyer Press Photo Service copyright stickers in black ink; by unknown hand, center and lower center in graphite on Monkmeyer Press Photo Service stickers: Charlotte BROOKS; by unknown hand, lower center in graphite: $1900.00",,Charlotte Finkelstein Brooks,"Charlotte Finkelstein Brooks, New York; (Keith de Lellis Gallery, New York); NGA purchase, 2020.",Alfred H. Moses and Fern M. Schad Fund,Photograph,,https://api.nga.gov/iiif/2565ed5e-2004-43a8-be10-e54bf79519ef/full/full/0/default.jpg,2565ed5e-2004-43a8-be10-e54bf79519ef,2565ed5e-2004-43a8-be10-e54bf79519ef
Street,2020,221329,2020.68.2,Untitled,c. 1945,gelatin silver print,image/sheet/mount: 11.9 × 16.9 cm (4 11/16 × 6 5/8 in.),"on verso, signed by artist, center in black ink on applied label: JEANNE / EBSTEL; on recto, by unknown hand, lower right in black ink on applied label below image: 23; on verso, by unknown hand, center in graphite on applied label: X",,Jeanne Ebstel,"Estate of John Ebstel, New York; (Keith de Lellis Gallery, New York); NGA purchase, 2020.",Alfred H. Moses and Fern M. Schad Fund,Photograph,,https://api.nga.gov/iiif/23bbeb6e-9f8b-4065-9ff2-4e6afcb99818/full/full/0/default.jpg,23bbeb6e-9f8b-4065-9ff2-4e6afcb99818,23bbeb6e-9f8b-4065-9ff2-4e6afcb99818
gelatin silver print,2020,221328,2020.68.1,New Mexico,c. 1939,gelatin silver print,image/sheet: 22 × 19.7 cm (8 11/16 × 7 3/4 in.),,,Louise Dahl-Wolfe,"Collection of Diana Vreeland, New York. The Constantiner Collection, New York; (sale, Christie's, New York, 11 February 2009, lot 18). (Keith de Lellis Gallery, New York); NGA purchase, 2020.",Alfred H. Moses and Fern M. Schad Fund,Photograph,,https://api.nga.gov/iiif/4487544f-f30b-4754-bfb0-114e978d09ae/full/full/0/default.jpg,4487544f-f30b-4754-bfb0-114e978d09ae,4487544f-f30b-4754-bfb0-114e978d09ae
French,2020,221346,2020.67.1,Le Facteur de Nuit (The Night Postman),c. 1950,gelatin silver print,image/sheet: 30.5 × 24.1 cm (12 × 9 1/2 in.),"on verso, by unknown hand, various printing notes in graphite and red crayon; center artist stamp in purple ink; by unknown hand, lower left in graphite underlined in blue crayon: ausFlecken!!; lower right in graphite: mailman [crossed out] - / ""MAILMAN""",,Sabine Weiss,"Norman Hall, London; (sale, Christie’s, King Street, London); (Keith de Lellis Gallery, New York); NGA purchase, 2020.","Leslie, Judith and Gabrielle Schreyer Fund",Photograph,,https://api.nga.gov/iiif/e4db5ec7-d290-488f-afc7-91846e74b8dd/full/full/0/default.jpg,e4db5ec7-d290-488f-afc7-91846e74b8dd,e4db5ec7-d290-488f-afc7-91846e74b8dd
Woman,2020,221458,2020.66.2,"Altum Silentium - Self-Portrait, Reta May Morter",1922,gelatin silver print,"image/sheet: 36.5 × 26 cm (14 3/8 × 10 1/4 in.)
mount: 58.5 × 50.5 cm (23 1/16 × 19 7/8 in.)","signed by artist, lower right on mount in black ink: Picture Mesdames Morter; lower left: London 1922.; lower center: ""Altum Silentium.""; on verso, signed by artist, center in black ink: ""Altum Silentium"" / by / Mesdames Morter / 4 Lower Grosvenor Place / London S.W.I. / Class I No 4. Bromide Enlargement / Italian Salon No. 2; upper left 1924 Bolton Camera Club exhibition label; by unknown hand, lower center in blue crayon: 237P; lower center in red crayon: 1851; lower right: C; bottom right in graphite: HF5423V",,"Mesdames Morter, Dorothy Morter, Reta Morter","(sale, Christie’s, South Kensington, 1 November 1990, lot 208); (Keith de Lellis Gallery, New York); NGA purchase, 2020.",Pepita Milmore Memorial Fund,Photograph,,https://api.nga.gov/iiif/f5cd7a84-eef9-436f-8e50-c5452108a6d2/full/full/0/default.jpg,f5cd7a84-eef9-436f-8e50-c5452108a6d2,f5cd7a84-eef9-436f-8e50-c5452108a6d2
Woman,2020,221350,2020.66.1,"Love - Self-Portrait, Reta May Morter",1923,gelatin silver print,"image/sheet: 37.4 × 26.8 cm (14 3/4 × 10 9/16 in.)
mount: 55.5 × 45.9 cm (21 7/8 × 18 1/16 in.)","signed by artist, lower center on mount in black ink: ""Love"" / Picture by D + R Morter; bottom left: I / Love has a hem to its garment / That touches the very dust / It can reach the stains of the streets + lanes / And because it can it must.; bottom center: II / It dare not rest on the mountains / It is bound to come down to the plains / For it cannot reach its fullness of mind / Till it falls on the lives that fail.; bottom right: III / And the place of its deepest [illegible] / Reveals its strength to save / Since its fairest form is seen in the flowers / That blossoms above the grave.; on verso, signed by artist, center in black ink: Love / Mesdames Morter / Lower Grosvenor Place / London / SWI / Blackpool [underlined] / Champion Class / Number I; by unknown hand, lower center in orange crayon crossed out in red crayon: A+; lower left in black crayon crossed out in red crayon: 402; lower left K. & D.P.A. exhibition label; by unknown hand, lower center in pink crayon circled: Silver Plaque; lower right Blackpool exhibition award label; by unknown hand, lower right in blue crayon crossed out in red crayon: 2 291; bottom right in orange crayon circled: 4",,"Mesdames Morter, Dorothy Morter, Reta Morter","(sale, Christie’s, South Kensington, 1 November 1990, lot 208); (Keith de Lellis Gallery, New York); NGA purchase, 2020.",Pepita Milmore Memorial Fund,Photograph,,https://api.nga.gov/iiif/08a381ac-2479-41a8-ada8-617accd16703/full/full/0/default.jpg,08a381ac-2479-41a8-ada8-617accd16703,08a381ac-2479-41a8-ada8-617accd16703
portrait,2020,221479,2020.65.1,James Joyce,1928,gelatin silver print,image/sheet: 23.6 × 18.3 cm (9 5/16 × 7 3/16 in.),"on verso, by unknown hand, top left in blue crayon underlined: 58; top left in graphite inverted: 36; top center in graphite: James Joyce; top right: E; upper left stamped in black ink: Photographer / Date Sitting / Where Taken / Subject / Model [by unknown hand in black ink: James Joyce] / Issue Published [by unknown hand in black ink: July 1933]; center left Conde Nast copyright stamp in black ink; center stamped in purple ink: CREDIT PHOTOGRAPHER / IN REPRODUCTION / PHOTO / BERNICE ABBOTT / 1 W. 67th ST., N. Y. C.; by unknown hand, center right in red crayon: 9770; lower left in graphite circled: VF / 798a; lower right: 3; bottom center: MBA01297; bottom right barcode label printed in black ink",,Berenice Abbott,"Berenice Abbott, New York. Condé Nast Archive, New York, c. 1933. (sale, Sotheby’s, New York, 3 October 2001, lot 79). (sale, Phillips, New York, 4 April 2017, lot 117). (Fraenkel Gallery, San Francisco); NGA purchase, 2020.",Diana and Mallory Walker Fund,Photograph,,https://api.nga.gov/iiif/81c56911-4af1-4bf3-8c76-d88728979b47/full/full/0/default.jpg,81c56911-4af1-4bf3-8c76-d88728979b47,81c56911-4af1-4bf3-8c76-d88728979b47
#N/A,2020,221636,2020.64.1,Saint Catherine of Siena on a Cloud,1696/1697,black chalk heightened with white chalk on blue laid paper,sheet: 38.6 × 27.2 cm (15 3/16 × 10 11/16 in.),,,Luigi Garzi,"Acquired in Rome by William Forbes, 7th Baronet of Pitsligo, Fettercairn House (1827); by descent to the Forbeses of Pitsligo, Fettercairn House; (their sale, Sotheby’s, London, 28 March, 2017, part of lot 233, as ""attributed to Marcantonio Franceschini""); Private collection, Washington, D.C.; (Richard Berman, New York); purchased 2020 by NGA. 
",Purchased as the Gift of Robert B. Loper and Ailsa Mellon Bruce Fund,Drawing,,https://api.nga.gov/iiif/cf771dca-21ad-47d2-b3ba-acdae1391155/full/full/0/default.jpg,cf771dca-21ad-47d2-b3ba-acdae1391155,cf771dca-21ad-47d2-b3ba-acdae1391155
#N/A,2020,221301,2020.62.1,The Madonna and Child Enthroned with a Bishop Saint and a Kneeling Ecclesiastic,c. 1820s,pen and brown ink with brown wash on laid paper,"image: 24.5 × 16.9 cm (9 5/8 × 6 5/8 in.)
sheet: 29.8 × 22.2 cm (11 3/4 × 8 3/4 in.)","lower center verso, by later hand in brown ink: Luigi Brenta tació, direttore della fabbrica / di [not deciphered]",Marià Elvira Celia Méndez de Bernasconi (Lugt 5374),Luigi Brenta,"Marià Elvira Celia Méndez de Bernasconi [1927-2005] Buenos Aires  (Lugt 5374), from 1977. (sale, Christie's South Kensington, 12 February 2008, no. 351); Private collection, France; (Galerie Motte Masselink, Paris); purchased 2020 by NGA.",Ailsa Mellon Bruce Fund,Drawing,,https://api.nga.gov/iiif/99f8404c-93dc-4f38-9cfa-e7ffa575e037/full/full/0/default.jpg,99f8404c-93dc-4f38-9cfa-e7ffa575e037,99f8404c-93dc-4f38-9cfa-e7ffa575e037
portrait,2020,221187,2020.61.2,Portrait of a Girl,c. 1852,daguerreotype with applied color,"image (visible): 9.1 × 6.5 cm (3 9/16 × 2 9/16 in.)
mat: 11.7 × 9.2 cm (4 5/8 × 3 5/8 in.)
case (closed): 12.9 × 10.4 × 1.8 cm (5 1/16 × 4 1/8 × 11/16 in.)","on recto of case, center embossed in gold: BY APPOINTMENT / MR. KILBURN / [illegible] REGENT STREET; on bottom edge of case, by unknown hand, center left in graphite on applied label: PD547",,William Edward Kilburn,"(Jason Wright, Silver Shadows Gallery, Huddersfield, UK); NGA purchase, 2020.",Clinton and Jean Wright Fund,Photograph,,https://api.nga.gov/iiif/83466c67-98bc-4beb-8def-623768b6fa61/full/full/0/default.jpg,83466c67-98bc-4beb-8def-623768b6fa61,83466c67-98bc-4beb-8def-623768b6fa61
portrait,2020,221186,2020.61.1,Portrait of a Boy,c. 1850,daguerreotype with applied color,"image (visible): 7.7 × 6.5 cm (3 1/16 × 2 9/16 in.)
mat: 10.1 × 8.8 cm (4 × 3 7/16 in.)
case (closed): 11.2 × 10 × 1.9 cm (4 7/16 × 3 15/16 × 3/4 in.)","on verso of case, center embossed in gold: BEARD'S PHOTOGRAPHIC INSTITUTIONS / 31. KING WILLIAM STREET / 34 PARLIAMENT ST / AND THE ROYAL / POLYTECHNIC INSTITUTION / LONDON / ALSO AT / 34 CHURCH ST. LIVERPOOL.; on bottom edge of case, by unknown hand, center left in graphite on applied label: PD549",,Richard Beard,"(Jason Wright, Silver Shadows Gallery, Huddersfield, UK), 2019; NGA purchase, 2020.",Clinton and Jean Wright Fund,Photograph,,https://api.nga.gov/iiif/d8c40d91-bb46-43ec-b07e-24f6bdc9e4de/full/full/0/default.jpg,d8c40d91-bb46-43ec-b07e-24f6bdc9e4de,d8c40d91-bb46-43ec-b07e-24f6bdc9e4de
Family,2020,221184,2020.60.4,I Don't Trust Myself When I'm Sleeping,2019,chromogenic print modified with scratches,"image/sheet: 8.89 × 13.34 cm (3 1/2 × 5 1/4 in.)
framed: 48.26 × 43.18 × 3.49 cm (19 × 17 × 1 3/8 in.)",,,Carla Cabanas,"Carla Cabanas, Lisbon, Portugal; NGA purchase (through Carlos Carvalho Arte Contemporânea, Lisbon, Portugal), 2020.",Shlenker Block Fund and Joseph M. Cohen Family Collection Fund,Photograph,,https://api.nga.gov/iiif/d36a904f-d649-42a9-8720-07a443fdddfb/full/full/0/default.jpg,d36a904f-d649-42a9-8720-07a443fdddfb,d36a904f-d649-42a9-8720-07a443fdddfb
Family,2020,221183,2020.60.3,I Don't Trust Myself When I'm Sleeping,2019,chromogenic print modified with scratches,"image/sheet: 8.89 × 11.11 cm (3 1/2 × 4 3/8 in.)
framed: 48.26 × 43.18 × 3.49 cm (19 × 17 × 1 3/8 in.)",,,Carla Cabanas,"Carla Cabanas, Lisbon, Portugal; NGA purchase (through Carlos Carvalho Arte Contemporânea, Lisbon, Portugal), 2020.",Shlenker Block Fund and Joseph M. Cohen Family Collection Fund,Photograph,,https://api.nga.gov/iiif/53f88775-bc77-49ec-8189-db894f6185ff/full/full/0/default.jpg,53f88775-bc77-49ec-8189-db894f6185ff,53f88775-bc77-49ec-8189-db894f6185ff
Family,2020,221182,2020.60.2,I Don't Trust Myself When I'm Sleeping,2019,2 chromogenic prints modified with scratches,"image/sheet (each): 8.89 × 11.43 cm (3 1/2 × 4 1/2 in.)
framed: 48.26 × 43.18 × 3.49 cm (19 × 17 × 1 3/8 in.)",,,Carla Cabanas,"Carla Cabanas, Lisbon, Portugal; NGA purchase (through Carlos Carvalho Arte Contemporânea, Lisbon, Portugal), 2020.",Shlenker Block Fund and Joseph M. Cohen Family Collection Fund,Photograph,,https://api.nga.gov/iiif/e818b9de-e66d-429b-ad07-377b6f95c3f6/full/full/0/default.jpg,e818b9de-e66d-429b-ad07-377b6f95c3f6,e818b9de-e66d-429b-ad07-377b6f95c3f6
Family,2020,221181,2020.60.1,I Don't Trust Myself When I'm Sleeping,2019,chromogenic print modified with scratches,"image/sheet: 7.62 × 10.16 cm (3 × 4 in.)
framed: 48.26 × 43.18 × 3.49 cm (19 × 17 × 1 3/8 in.)",,,Carla Cabanas,"Carla Cabanas, Lisbon, Portugal; NGA purchase (through Carlos Carvalho Arte Contemporânea, Lisbon, Portugal), 2020.",Shlenker Block Fund and Joseph M. Cohen Family Collection Fund,Photograph,,https://api.nga.gov/iiif/1f2234c4-2ea5-4125-a6f2-5d8eef794e02/full/full/0/default.jpg,1f2234c4-2ea5-4125-a6f2-5d8eef794e02,1f2234c4-2ea5-4125-a6f2-5d8eef794e02
painted surface,2020,221407,2020.6.1,Target,1992,mixed media on canvas,overall (three parts): 340.4 × 106.7 cm (134 × 42 in.),reverse: signed and dated,,Jaune Quick-to-See Smith,"The artist; purchased 7 April 2020 through (Garth Greenan Gallery, New York) by NGA.",Purchased with funds from Emily and Mitchell Rales,Painting,,https://api.nga.gov/iiif/3ca72b28-25bc-4ef1-8832-98b4ed50a19c/full/full/0/default.jpg,3ca72b28-25bc-4ef1-8832-98b4ed50a19c,3ca72b28-25bc-4ef1-8832-98b4ed50a19c
technology,2020,221204,2020.59.3,"Plate Number 712. Dog; jumping hurdle; mastiff, Dread",1887,collotype,"image: 14 × 45.5 cm (5 1/2 × 17 15/16 in.)
sheet: 48.26 × 60.96 cm (19 × 24 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 712. / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.",,Eadweard Muybridge,"(Laurence Miller Gallery, New York); NGA purchase, 2020.",Robert B. Menschel and the Vital Projects Fund,Photograph,,https://api.nga.gov/iiif/09cff178-7ed6-4b91-9121-ed0bd59eb409/full/full/0/default.jpg,09cff178-7ed6-4b91-9121-ed0bd59eb409,09cff178-7ed6-4b91-9121-ed0bd59eb409
technology,2020,221203,2020.59.2,"Plate Number 705. Dog; trotting; mastiff, Dread",1887,collotype,"image: 26.3 × 28 cm (10 3/8 × 11 in.)
sheet: 48.26 × 60.96 cm (19 × 24 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 705. / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.",,Eadweard Muybridge,"(Laurence Miller Gallery, New York); NGA purchase, 2020.",Robert B. Menschel and the Vital Projects Fund,Photograph,,https://api.nga.gov/iiif/89cacd9f-783b-4885-9b61-f24aabaa5b05/full/full/0/default.jpg,89cacd9f-783b-4885-9b61-f24aabaa5b05,89cacd9f-783b-4885-9b61-f24aabaa5b05
technology,2020,221201,2020.59.1,"Plate Number 665. Ass; walking; bareback; a boy riding, Jennie",1887,collotype,"image: 22.6 × 31.9 cm (8 7/8 × 12 9/16 in.)
sheet: 48.26 × 60.96 cm (19 × 24 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 665. / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.",,Eadweard Muybridge,"(Laurence Miller Gallery, New York); NGA purchase, 2020.",Robert B. Menschel and the Vital Projects Fund,Photograph,,https://api.nga.gov/iiif/805a4c63-bb0a-4c8a-a5ca-210f4821d1d7/full/full/0/default.jpg,805a4c63-bb0a-4c8a-a5ca-210f4821d1d7,805a4c63-bb0a-4c8a-a5ca-210f4821d1d7
gelatin silver print,2020,221178,2020.58.1,"House Castle on the Hill, Pittsburgh, Pennsylvania",1991,gelatin silver print,"image: 47.2 × 33.1 cm (18 9/16 × 13 1/16 in.)
sheet: 50.8 × 40.64 cm (20 × 16 in.)","signed by artist, lower right in black ink: Ming Smith; on verso, signed by artist, lower right in graphite: Ming Smith / ""August Wilson"" / 91/91; by unknown hand, top right in graphite: ms00056 / 2 [circled]",,Ming Smith,"Ming Smith, New York; NGA purchase (through Jenkins-Johnson Gallery, San Francisco), 2020.",Alfred H. Moses and Fern M. Schad Fund,Photograph,,https://api.nga.gov/iiif/a8e7c241-5571-4e20-a59a-f76d0d70b298/full/full/0/default.jpg,a8e7c241-5571-4e20-a59a-f76d0d70b298,a8e7c241-5571-4e20-a59a-f76d0d70b298
portrait,2020,221179,2020.57.1,Leaning Man with Jacket,1991,gelatin silver print,"image: 45.8 × 31.9 cm (18 1/16 × 12 9/16 in.)
sheet: 50.5 × 41 cm (19 7/8 × 16 1/8 in.)","signed by artist, lower right in black ink: Ming Smith; on verso, signed by artist, top left in graphite: Ming Smith; by unknown hand, top right in graphite: MS00170 / 2 [circled]",,Ming Smith,"Ming Smith, New York; NGA purchase (through Jenkins-Johnson Gallery, San Francisco), 2020.",Alfred H. Moses and Fern M. Schad Fund,Photograph,,https://api.nga.gov/iiif/604b3e1a-a3ca-4155-8773-a40952a1bf99/full/full/0/default.jpg,604b3e1a-a3ca-4155-8773-a40952a1bf99,604b3e1a-a3ca-4155-8773-a40952a1bf99
gelatin silver print,2020,221188,2020.56.1,"The Brown Sisters, Brookline, Massachusetts",2019,gelatin silver print,"image: 19.7 × 24.5 cm (7 3/4 × 9 5/8 in.)
sheet: 20.3 × 25.1 cm (8 × 9 7/8 in.)","on verso, signed by artist, lower right in graphite: Nicholas Nixon; lower left: THE BROWN SISTERS BROOKLINE 2019 38150 p2019; by unknown hand, bottom center in graphite: NN.4842.4",,Nicholas Nixon,"Nicholas Nixon, Brookline, MA; NGA purchase (through Fraenkel Gallery, San Francisco), 2020.",Randi and Bob Fisher Fund,Photograph,,https://api.nga.gov/iiif/c0fdac1b-c480-40f1-b89a-6c2b5bff518e/full/full/0/default.jpg,c0fdac1b-c480-40f1-b89a-6c2b5bff518e,c0fdac1b-c480-40f1-b89a-6c2b5bff518e
French,2020,221189,2020.55.1,Église Notre Dame - Côté sud,1852,salted paper print,"image/sheet: 16.2 × 21.7 cm (6 3/8 × 8 9/16 in.)
mount: 33.1 × 42.7 cm (13 1/16 × 16 13/16 in.)","upper center printed in black ink: Paris. Photographié. Pl. 12; lower center: F. A. Renard fecit 1852; bottom left: Publié par GOUPIL & C.IE, Editeurs, / Paris, London, Berlin, New York.; bottom right: Impr. Photographique de H. de FONTENY, / Rue St. Nicolas d'Antin, 72, Paris",,François-Auguste Renard,"(sale, Drouot, Paris, mid 1990s); Charles Nes, New York; NGA purchase, 2020.",Clinton and Jean Wright Fund,Photograph,,https://api.nga.gov/iiif/06ec5f99-d0fb-4225-b8f2-5946e48eff70/full/full/0/default.jpg,06ec5f99-d0fb-4225-b8f2-5946e48eff70,06ec5f99-d0fb-4225-b8f2-5946e48eff70
